State,Year,TimeInterval,name,Unit,Measure,Value
DC,2012,Annual,District Of Columbia,"Rate per 100,000 Population",Crime Incident Related to Heroin,Inf
DC,2013,Annual,District Of Columbia,"Rate per 100,000 Population",Crime Incident Related to Heroin,Inf
DC,2014,Annual,District Of Columbia,"Rate per 100,000 Population",Crime Incident Related to Heroin,Inf
DC,2015,Annual,District Of Columbia,"Rate per 100,000 Population",Crime Incident Related to Heroin,Inf
DC,2016,Annual,District Of Columbia,"Rate per 100,000 Population",Crime Incident Related to Heroin,Inf
DC,2017,Annual,District Of Columbia,"Rate per 100,000 Population",Crime Incident Related to Heroin,Inf
DC,2018,Annual,District Of Columbia,"Rate per 100,000 Population",Crime Incident Related to Heroin,Inf
DE,2005,Annual,Delaware,"Rate per 100,000 Population",Crime Incident Related to Heroin,49.19116168
DE,2006,Annual,Delaware,"Rate per 100,000 Population",Crime Incident Related to Heroin,52.50933373
DE,2007,Annual,Delaware,"Rate per 100,000 Population",Crime Incident Related to Heroin,48.22407126
DE,2008,Annual,Delaware,"Rate per 100,000 Population",Crime Incident Related to Heroin,66.8828128
DE,2009,Annual,Delaware,"Rate per 100,000 Population",Crime Incident Related to Heroin,54.02174154
DE,2010,Annual,Delaware,"Rate per 100,000 Population",Crime Incident Related to Heroin,50.30676188
DE,2011,Annual,Delaware,"Rate per 100,000 Population",Crime Incident Related to Heroin,60.7301255
DE,2012,Annual,Delaware,"Rate per 100,000 Population",Crime Incident Related to Heroin,125.1014843
DE,2013,Annual,Delaware,"Rate per 100,000 Population",Crime Incident Related to Heroin,199.5753038
DE,2014,Annual,Delaware,"Rate per 100,000 Population",Crime Incident Related to Heroin,239.0102659
DE,2015,Annual,Delaware,"Rate per 100,000 Population",Crime Incident Related to Heroin,225.3597808
DE,2016,Annual,Delaware,"Rate per 100,000 Population",Crime Incident Related to Heroin,218.8089701
DE,2017,Annual,Delaware,"Rate per 100,000 Population",Crime Incident Related to Heroin,188.1616194
DE,2018,Annual,Delaware,"Rate per 100,000 Population",Crime Incident Related to Heroin,159.9510324
FL,2005,Annual,Florida,"Rate per 100,000 Population",Crime Incident Related to Heroin,
FL,2006,Annual,Florida,"Rate per 100,000 Population",Crime Incident Related to Heroin,
FL,2007,Annual,Florida,"Rate per 100,000 Population",Crime Incident Related to Heroin,
FL,2008,Annual,Florida,"Rate per 100,000 Population",Crime Incident Related to Heroin,
FL,2009,Annual,Florida,"Rate per 100,000 Population",Crime Incident Related to Heroin,
FL,2010,Annual,Florida,"Rate per 100,000 Population",Crime Incident Related to Heroin,
FL,2011,Annual,Florida,"Rate per 100,000 Population",Crime Incident Related to Heroin,
FL,2012,Annual,Florida,"Rate per 100,000 Population",Crime Incident Related to Heroin,
FL,2013,Annual,Florida,"Rate per 100,000 Population",Crime Incident Related to Heroin,
FL,2014,Annual,Florida,"Rate per 100,000 Population",Crime Incident Related to Heroin,
FL,2015,Annual,Florida,"Rate per 100,000 Population",Crime Incident Related to Heroin,
FL,2016,Annual,Florida,"Rate per 100,000 Population",Crime Incident Related to Heroin,
FL,2017,Annual,Florida,"Rate per 100,000 Population",Crime Incident Related to Heroin,
FL,2018,Annual,Florida,"Rate per 100,000 Population",Crime Incident Related to Heroin,
GA,2005,Annual,Georgia,"Rate per 100,000 Population",Crime Incident Related to Heroin,
GA,2006,Annual,Georgia,"Rate per 100,000 Population",Crime Incident Related to Heroin,
GA,2007,Annual,Georgia,"Rate per 100,000 Population",Crime Incident Related to Heroin,
GA,2008,Annual,Georgia,"Rate per 100,000 Population",Crime Incident Related to Heroin,
GA,2009,Annual,Georgia,"Rate per 100,000 Population",Crime Incident Related to Heroin,
GA,2010,Annual,Georgia,"Rate per 100,000 Population",Crime Incident Related to Heroin,
GA,2011,Annual,Georgia,"Rate per 100,000 Population",Crime Incident Related to Heroin,
GA,2012,Annual,Georgia,"Rate per 100,000 Population",Crime Incident Related to Heroin,
GA,2013,Annual,Georgia,"Rate per 100,000 Population",Crime Incident Related to Heroin,
GA,2014,Annual,Georgia,"Rate per 100,000 Population",Crime Incident Related to Heroin,
GA,2015,Annual,Georgia,"Rate per 100,000 Population",Crime Incident Related to Heroin,
GA,2016,Annual,Georgia,"Rate per 100,000 Population",Crime Incident Related to Heroin,
GA,2017,Annual,Georgia,"Rate per 100,000 Population",Crime Incident Related to Heroin,
GA,2018,Annual,Georgia,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.418675875
HI,2005,Annual,Hawaii,"Rate per 100,000 Population",Crime Incident Related to Heroin,
HI,2006,Annual,Hawaii,"Rate per 100,000 Population",Crime Incident Related to Heroin,
HI,2007,Annual,Hawaii,"Rate per 100,000 Population",Crime Incident Related to Heroin,
HI,2008,Annual,Hawaii,"Rate per 100,000 Population",Crime Incident Related to Heroin,
HI,2009,Annual,Hawaii,"Rate per 100,000 Population",Crime Incident Related to Heroin,
HI,2010,Annual,Hawaii,"Rate per 100,000 Population",Crime Incident Related to Heroin,
HI,2011,Annual,Hawaii,"Rate per 100,000 Population",Crime Incident Related to Heroin,
HI,2012,Annual,Hawaii,"Rate per 100,000 Population",Crime Incident Related to Heroin,
HI,2013,Annual,Hawaii,"Rate per 100,000 Population",Crime Incident Related to Heroin,
HI,2014,Annual,Hawaii,"Rate per 100,000 Population",Crime Incident Related to Heroin,
HI,2015,Annual,Hawaii,"Rate per 100,000 Population",Crime Incident Related to Heroin,
HI,2016,Annual,Hawaii,"Rate per 100,000 Population",Crime Incident Related to Heroin,
HI,2017,Annual,Hawaii,"Rate per 100,000 Population",Crime Incident Related to Heroin,
HI,2018,Annual,Hawaii,"Rate per 100,000 Population",Crime Incident Related to Heroin,11.81239874
IA,2005,Annual,Iowa,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.856997474
IA,2006,Annual,Iowa,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.427771648
IA,2007,Annual,Iowa,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.498745477
IA,2008,Annual,Iowa,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.802621711
IA,2009,Annual,Iowa,"Rate per 100,000 Population",Crime Incident Related to Heroin,1.377183807
IA,2010,Annual,Iowa,"Rate per 100,000 Population",Crime Incident Related to Heroin,1.371755622
IA,2011,Annual,Iowa,"Rate per 100,000 Population",Crime Incident Related to Heroin,2.619733157
IA,2012,Annual,Iowa,"Rate per 100,000 Population",Crime Incident Related to Heroin,2.636005587
IA,2013,Annual,Iowa,"Rate per 100,000 Population",Crime Incident Related to Heroin,3.287951442
IA,2014,Annual,Iowa,"Rate per 100,000 Population",Crime Incident Related to Heroin,4.328144827
IA,2015,Annual,Iowa,"Rate per 100,000 Population",Crime Incident Related to Heroin,6.550099906
IA,2016,Annual,Iowa,"Rate per 100,000 Population",Crime Incident Related to Heroin,7.008544916
IA,2017,Annual,Iowa,"Rate per 100,000 Population",Crime Incident Related to Heroin,8.379167271
IA,2018,Annual,Iowa,"Rate per 100,000 Population",Crime Incident Related to Heroin,5.722070316
ID,2005,Annual,Idaho,"Rate per 100,000 Population",Crime Incident Related to Heroin,1.910776639
ID,2006,Annual,Idaho,"Rate per 100,000 Population",Crime Incident Related to Heroin,1.194952521
ID,2007,Annual,Idaho,"Rate per 100,000 Population",Crime Incident Related to Heroin,2.003065336
ID,2008,Annual,Idaho,"Rate per 100,000 Population",Crime Incident Related to Heroin,2.732643267
ID,2009,Annual,Idaho,"Rate per 100,000 Population",Crime Incident Related to Heroin,2.45278391
ID,2010,Annual,Idaho,"Rate per 100,000 Population",Crime Incident Related to Heroin,2.562432736
ID,2011,Annual,Idaho,"Rate per 100,000 Population",Crime Incident Related to Heroin,3.307508227
ID,2012,Annual,Idaho,"Rate per 100,000 Population",Crime Incident Related to Heroin,5.836533294
ID,2013,Annual,Idaho,"Rate per 100,000 Population",Crime Incident Related to Heroin,5.773998482
ID,2014,Annual,Idaho,"Rate per 100,000 Population",Crime Incident Related to Heroin,13.60107342
ID,2015,Annual,Idaho,"Rate per 100,000 Population",Crime Incident Related to Heroin,23.56753917
ID,2016,Annual,Idaho,"Rate per 100,000 Population",Crime Incident Related to Heroin,40.28185415
ID,2017,Annual,Idaho,"Rate per 100,000 Population",Crime Incident Related to Heroin,47.1384675
ID,2018,Annual,Idaho,"Rate per 100,000 Population",Crime Incident Related to Heroin,57.39002053
IL,2005,Annual,Illinois,"Rate per 100,000 Population",Crime Incident Related to Heroin,
IL,2006,Annual,Illinois,"Rate per 100,000 Population",Crime Incident Related to Heroin,47.48338082
IL,2007,Annual,Illinois,"Rate per 100,000 Population",Crime Incident Related to Heroin,46.88112104
IL,2008,Annual,Illinois,"Rate per 100,000 Population",Crime Incident Related to Heroin,50.8705218
IL,2009,Annual,Illinois,"Rate per 100,000 Population",Crime Incident Related to Heroin,51.28432409
IL,2010,Annual,Illinois,"Rate per 100,000 Population",Crime Incident Related to Heroin,36.63219316
IL,2011,Annual,Illinois,"Rate per 100,000 Population",Crime Incident Related to Heroin,46.95723631
IL,2012,Annual,Illinois,"Rate per 100,000 Population",Crime Incident Related to Heroin,49.90380385
IL,2013,Annual,Illinois,"Rate per 100,000 Population",Crime Incident Related to Heroin,49.93109509
IL,2014,Annual,Illinois,"Rate per 100,000 Population",Crime Incident Related to Heroin,46.12731138
IL,2015,Annual,Illinois,"Rate per 100,000 Population",Crime Incident Related to Heroin,36.4426568
IL,2016,Annual,Illinois,"Rate per 100,000 Population",Crime Incident Related to Heroin,40.03718708
IL,2017,Annual,Illinois,"Rate per 100,000 Population",Crime Incident Related to Heroin,51.78169926
IL,2018,Annual,Illinois,"Rate per 100,000 Population",Crime Incident Related to Heroin,45.8282603
IN,2005,Annual,Indiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,
IN,2006,Annual,Indiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,
IN,2007,Annual,Indiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,
IN,2008,Annual,Indiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,
IN,2009,Annual,Indiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,
IN,2010,Annual,Indiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,
IN,2011,Annual,Indiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,
IN,2012,Annual,Indiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,
IN,2013,Annual,Indiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,
IN,2014,Annual,Indiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,
IN,2015,Annual,Indiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,
IN,2016,Annual,Indiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,
IN,2017,Annual,Indiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,
IN,2018,Annual,Indiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,
KS,2005,Annual,Kansas,"Rate per 100,000 Population",Crime Incident Related to Heroin,2.273262293
KS,2006,Annual,Kansas,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.498214151
KS,2007,Annual,Kansas,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.545881055
KS,2008,Annual,Kansas,"Rate per 100,000 Population",Crime Incident Related to Heroin,1.28952514
KS,2009,Annual,Kansas,"Rate per 100,000 Population",Crime Incident Related to Heroin,1.118665617
KS,2010,Annual,Kansas,"Rate per 100,000 Population",Crime Incident Related to Heroin,1.975265087
KS,2011,Annual,Kansas,"Rate per 100,000 Population",Crime Incident Related to Heroin,3.017906546
KS,2012,Annual,Kansas,"Rate per 100,000 Population",Crime Incident Related to Heroin,3.546785468
KS,2013,Annual,Kansas,"Rate per 100,000 Population",Crime Incident Related to Heroin,2.892246204
KS,2014,Annual,Kansas,"Rate per 100,000 Population",Crime Incident Related to Heroin,3.074510768
KS,2015,Annual,Kansas,"Rate per 100,000 Population",Crime Incident Related to Heroin,3.875901389
KS,2016,Annual,Kansas,"Rate per 100,000 Population",Crime Incident Related to Heroin,6.468387287
KS,2017,Annual,Kansas,"Rate per 100,000 Population",Crime Incident Related to Heroin,9.226160924
KS,2018,Annual,Kansas,"Rate per 100,000 Population",Crime Incident Related to Heroin,14.0909836
KY,2005,Annual,Kentucky,"Rate per 100,000 Population",Crime Incident Related to Heroin,4.654247583
KY,2006,Annual,Kentucky,"Rate per 100,000 Population",Crime Incident Related to Heroin,8.493610917
KY,2007,Annual,Kentucky,"Rate per 100,000 Population",Crime Incident Related to Heroin,6.303282434
KY,2008,Annual,Kentucky,"Rate per 100,000 Population",Crime Incident Related to Heroin,4.581946476
KY,2009,Annual,Kentucky,"Rate per 100,000 Population",Crime Incident Related to Heroin,7.667471964
KY,2010,Annual,Kentucky,"Rate per 100,000 Population",Crime Incident Related to Heroin,11.66805496
KY,2011,Annual,Kentucky,"Rate per 100,000 Population",Crime Incident Related to Heroin,11.7978329
KY,2012,Annual,Kentucky,"Rate per 100,000 Population",Crime Incident Related to Heroin,28.70711744
KY,2013,Annual,Kentucky,"Rate per 100,000 Population",Crime Incident Related to Heroin,56.38939223
KY,2014,Annual,Kentucky,"Rate per 100,000 Population",Crime Incident Related to Heroin,66.0946173
KY,2015,Annual,Kentucky,"Rate per 100,000 Population",Crime Incident Related to Heroin,85.00593937
KY,2016,Annual,Kentucky,"Rate per 100,000 Population",Crime Incident Related to Heroin,86.67516091
KY,2017,Annual,Kentucky,"Rate per 100,000 Population",Crime Incident Related to Heroin,86.13693685
KY,2018,Annual,Kentucky,"Rate per 100,000 Population",Crime Incident Related to Heroin,81.06575341
LA,2005,Annual,Louisiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,0
LA,2006,Annual,Louisiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.273668194
LA,2007,Annual,Louisiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.797969964
LA,2008,Annual,Louisiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.790690411
LA,2009,Annual,Louisiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,1.057547505
LA,2010,Annual,Louisiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,1.696974634
LA,2011,Annual,Louisiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.865130483
LA,2012,Annual,Louisiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,2.677797905
LA,2013,Annual,Louisiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,2.912167496
LA,2014,Annual,Louisiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,7.681942978
LA,2015,Annual,Louisiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,11.41063014
LA,2016,Annual,Louisiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,9.94971921
LA,2017,Annual,Louisiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,10.96689642
LA,2018,Annual,Louisiana,"Rate per 100,000 Population",Crime Incident Related to Heroin,13.44160224
MA,2005,Annual,Massachusetts,"Rate per 100,000 Population",Crime Incident Related to Heroin,35.21291469
MA,2006,Annual,Massachusetts,"Rate per 100,000 Population",Crime Incident Related to Heroin,32.19218905
MA,2007,Annual,Massachusetts,"Rate per 100,000 Population",Crime Incident Related to Heroin,32.54743193
MA,2008,Annual,Massachusetts,"Rate per 100,000 Population",Crime Incident Related to Heroin,34.70417316
MA,2009,Annual,Massachusetts,"Rate per 100,000 Population",Crime Incident Related to Heroin,33.66632233
MA,2010,Annual,Massachusetts,"Rate per 100,000 Population",Crime Incident Related to Heroin,32.10691841
MA,2011,Annual,Massachusetts,"Rate per 100,000 Population",Crime Incident Related to Heroin,38.69194758
MA,2012,Annual,Massachusetts,"Rate per 100,000 Population",Crime Incident Related to Heroin,49.77386513
MA,2013,Annual,Massachusetts,"Rate per 100,000 Population",Crime Incident Related to Heroin,56.12505411
MA,2014,Annual,Massachusetts,"Rate per 100,000 Population",Crime Incident Related to Heroin,62.37665701
MA,2015,Annual,Massachusetts,"Rate per 100,000 Population",Crime Incident Related to Heroin,65.37743429
MA,2016,Annual,Massachusetts,"Rate per 100,000 Population",Crime Incident Related to Heroin,56.92540472
MA,2017,Annual,Massachusetts,"Rate per 100,000 Population",Crime Incident Related to Heroin,52.37599159
MA,2018,Annual,Massachusetts,"Rate per 100,000 Population",Crime Incident Related to Heroin,44.16307185
MD,2005,Annual,Maryland,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MD,2006,Annual,Maryland,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MD,2007,Annual,Maryland,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MD,2008,Annual,Maryland,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MD,2009,Annual,Maryland,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MD,2010,Annual,Maryland,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MD,2011,Annual,Maryland,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MD,2012,Annual,Maryland,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MD,2013,Annual,Maryland,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MD,2014,Annual,Maryland,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MD,2015,Annual,Maryland,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MD,2016,Annual,Maryland,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MD,2017,Annual,Maryland,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MD,2018,Annual,Maryland,"Rate per 100,000 Population",Crime Incident Related to Heroin,8.511093463
ME,2005,Annual,Maine,"Rate per 100,000 Population",Crime Incident Related to Heroin,18.03541306
ME,2006,Annual,Maine,"Rate per 100,000 Population",Crime Incident Related to Heroin,20.15850954
ME,2007,Annual,Maine,"Rate per 100,000 Population",Crime Incident Related to Heroin,9.00599542
ME,2008,Annual,Maine,"Rate per 100,000 Population",Crime Incident Related to Heroin,9.855665478
ME,2009,Annual,Maine,"Rate per 100,000 Population",Crime Incident Related to Heroin,6.805395923
ME,2010,Annual,Maine,"Rate per 100,000 Population",Crime Incident Related to Heroin,4.519961279
ME,2011,Annual,Maine,"Rate per 100,000 Population",Crime Incident Related to Heroin,5.273943704
ME,2012,Annual,Maine,"Rate per 100,000 Population",Crime Incident Related to Heroin,19.67584053
ME,2013,Annual,Maine,"Rate per 100,000 Population",Crime Incident Related to Heroin,26.14256215
ME,2014,Annual,Maine,"Rate per 100,000 Population",Crime Incident Related to Heroin,34.92767916
ME,2015,Annual,Maine,"Rate per 100,000 Population",Crime Incident Related to Heroin,54.36044205
ME,2016,Annual,Maine,"Rate per 100,000 Population",Crime Incident Related to Heroin,50.20641862
ME,2017,Annual,Maine,"Rate per 100,000 Population",Crime Incident Related to Heroin,51.09313099
ME,2018,Annual,Maine,"Rate per 100,000 Population",Crime Incident Related to Heroin,42.37692153
MI,2005,Annual,Michigan,"Rate per 100,000 Population",Crime Incident Related to Heroin,13.11900812
MI,2006,Annual,Michigan,"Rate per 100,000 Population",Crime Incident Related to Heroin,16.72404117
MI,2007,Annual,Michigan,"Rate per 100,000 Population",Crime Incident Related to Heroin,18.69845023
MI,2008,Annual,Michigan,"Rate per 100,000 Population",Crime Incident Related to Heroin,20.41239172
MI,2009,Annual,Michigan,"Rate per 100,000 Population",Crime Incident Related to Heroin,24.44411086
MI,2010,Annual,Michigan,"Rate per 100,000 Population",Crime Incident Related to Heroin,25.49188175
MI,2011,Annual,Michigan,"Rate per 100,000 Population",Crime Incident Related to Heroin,27.73649089
MI,2012,Annual,Michigan,"Rate per 100,000 Population",Crime Incident Related to Heroin,34.74563985
MI,2013,Annual,Michigan,"Rate per 100,000 Population",Crime Incident Related to Heroin,36.43348592
MI,2014,Annual,Michigan,"Rate per 100,000 Population",Crime Incident Related to Heroin,39.47993641
MI,2015,Annual,Michigan,"Rate per 100,000 Population",Crime Incident Related to Heroin,46.00377917
MI,2016,Annual,Michigan,"Rate per 100,000 Population",Crime Incident Related to Heroin,54.6382216
MI,2017,Annual,Michigan,"Rate per 100,000 Population",Crime Incident Related to Heroin,46.19628639
MI,2018,Annual,Michigan,"Rate per 100,000 Population",Crime Incident Related to Heroin,38.0357821
MN,2005,Annual,Minnesota,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MN,2006,Annual,Minnesota,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MN,2007,Annual,Minnesota,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MN,2008,Annual,Minnesota,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MN,2009,Annual,Minnesota,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MN,2010,Annual,Minnesota,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MN,2011,Annual,Minnesota,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MN,2012,Annual,Minnesota,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MN,2013,Annual,Minnesota,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MN,2014,Annual,Minnesota,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MN,2015,Annual,Minnesota,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MN,2016,Annual,Minnesota,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MN,2017,Annual,Minnesota,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MN,2018,Annual,Minnesota,"Rate per 100,000 Population",Crime Incident Related to Heroin,7.9726992
MO,2005,Annual,Missouri,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MO,2006,Annual,Missouri,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MO,2007,Annual,Missouri,"Rate per 100,000 Population",Crime Incident Related to Heroin,0
MO,2008,Annual,Missouri,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MO,2009,Annual,Missouri,"Rate per 100,000 Population",Crime Incident Related to Heroin,42.15851602
MO,2010,Annual,Missouri,"Rate per 100,000 Population",Crime Incident Related to Heroin,11.36997912
MO,2011,Annual,Missouri,"Rate per 100,000 Population",Crime Incident Related to Heroin,7.407978544
MO,2012,Annual,Missouri,"Rate per 100,000 Population",Crime Incident Related to Heroin,11.61310012
MO,2013,Annual,Missouri,"Rate per 100,000 Population",Crime Incident Related to Heroin,12.06169625
MO,2014,Annual,Missouri,"Rate per 100,000 Population",Crime Incident Related to Heroin,18.31212289
MO,2015,Annual,Missouri,"Rate per 100,000 Population",Crime Incident Related to Heroin,26.55243911
MO,2016,Annual,Missouri,"Rate per 100,000 Population",Crime Incident Related to Heroin,33.83729837
MO,2017,Annual,Missouri,"Rate per 100,000 Population",Crime Incident Related to Heroin,36.50996216
MO,2018,Annual,Missouri,"Rate per 100,000 Population",Crime Incident Related to Heroin,36.9802814
MS,2005,Annual,Mississippi,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MS,2006,Annual,Mississippi,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MS,2007,Annual,Mississippi,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MS,2008,Annual,Mississippi,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MS,2009,Annual,Mississippi,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MS,2010,Annual,Mississippi,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MS,2011,Annual,Mississippi,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MS,2012,Annual,Mississippi,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MS,2013,Annual,Mississippi,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MS,2014,Annual,Mississippi,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MS,2015,Annual,Mississippi,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MS,2016,Annual,Mississippi,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MS,2017,Annual,Mississippi,"Rate per 100,000 Population",Crime Incident Related to Heroin,
MS,2018,Annual,Mississippi,"Rate per 100,000 Population",Crime Incident Related to Heroin,10.92958111
MT,2005,Annual,Montana,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.648137146
MT,2006,Annual,Montana,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.318385151
MT,2007,Annual,Montana,"Rate per 100,000 Population",Crime Incident Related to Heroin,1.214279932
MT,2008,Annual,Montana,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.898809976
MT,2009,Annual,Montana,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.194357227
MT,2010,Annual,Montana,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.681132626
MT,2011,Annual,Montana,"Rate per 100,000 Population",Crime Incident Related to Heroin,1.139267906
MT,2012,Annual,Montana,"Rate per 100,000 Population",Crime Incident Related to Heroin,3.298053583
MT,2013,Annual,Montana,"Rate per 100,000 Population",Crime Incident Related to Heroin,6.097602287
MT,2014,Annual,Montana,"Rate per 100,000 Population",Crime Incident Related to Heroin,4.963124936
MT,2015,Annual,Montana,"Rate per 100,000 Population",Crime Incident Related to Heroin,11.1434594
MT,2016,Annual,Montana,"Rate per 100,000 Population",Crime Incident Related to Heroin,16.56120794
MT,2017,Annual,Montana,"Rate per 100,000 Population",Crime Incident Related to Heroin,20.7618059
MT,2018,Annual,Montana,"Rate per 100,000 Population",Crime Incident Related to Heroin,21.93232231
NC,2005,Annual,North Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin,
NC,2006,Annual,North Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin,
NC,2007,Annual,North Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin,
NC,2008,Annual,North Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin,
NC,2009,Annual,North Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin,
NC,2010,Annual,North Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin,
NC,2011,Annual,North Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin,
NC,2012,Annual,North Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin,
NC,2013,Annual,North Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin,
NC,2014,Annual,North Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin,
NC,2015,Annual,North Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin,
NC,2016,Annual,North Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin,
NC,2017,Annual,North Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin,
NC,2018,Annual,North Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin,
ND,2005,Annual,North Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.902460287
ND,2006,Annual,North Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.513357564
ND,2007,Annual,North Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.353812596
ND,2008,Annual,North Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin,1.535241468
ND,2009,Annual,North Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.484297462
ND,2010,Annual,North Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin,0.608512173
ND,2011,Annual,North Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin,2.837112417
ND,2012,Annual,North Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin,2.38963069
ND,2013,Annual,North Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin,3.519792062
ND,2014,Annual,North Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin,12.21195061
ND,2015,Annual,North Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin,22.80733855
ND,2016,Annual,North Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin,39.37793366
ND,2017,Annual,North Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin,39.75595147
